Gene.stable.ID,Gene.name
ENSMUSG00000106599,IGHV1-73
ENSMUSG00000050222,IL17D
ENSMUSG00000029439,SFSWAP
ENSMUSG00000111667,GM47740
ENSMUSG00000111809,GM49334
ENSMUSG00000111761,9230112J17RIK
ENSMUSG00000099253,GM7863
ENSMUSG00000112096,A430103D13RIK
ENSMUSG00000104810,GM5684
ENSMUSG00000093899,GM5645
ENSMUSG00000061390,UBA52-PS
ENSMUSG00000033383,RTP1
ENSMUSG00000092397,C130080G10RIK
ENSMUSG00000094118,GM16445
ENSMUSG00000082751,GM6620
ENSMUSG00000103928,GM37893
ENSMUSG00000026582,SELE
ENSMUSG00000066440,ZFYVE26
ENSMUSG00000096705,OLFR1329
ENSMUSG00000053286,TRMT1L
ENSMUSG00000056459,ZBTB25
ENSMUSG00000087694,A530058N18RIK
ENSMUSG00000112642,GM17849
ENSMUSG00000107658,GM44958
ENSMUSG00000030188,MAGOHB
ENSMUSG00000020189,OSBPL8
ENSMUSG00000061878,SPHK1
ENSMUSG00000038685,RTEL1
ENSMUSG00000070643,SOX13
ENSMUSG00000068604,GM8225
ENSMUSG00000117000,GM32509
ENSMUSG00000117179,GM49907
ENSMUSG00000024190,DUSP1
ENSMUSG00000117324,GM32432
ENSMUSG00000025369,SMARCC2
ENSMUSG00000023987,PGC
ENSMUSG00000076439,MOG
ENSMUSG00000068615,GJD2
ENSMUSG00000099020,GM27159
ENSMUSG00000020277,PFKL
ENSMUSG00000112536,GM48195
ENSMUSG00000085629,GM11697
ENSMUSG00000020620,ABCA8B
ENSMUSG00000038023,ATP6V0A2
ENSMUSG00000079007,TCL1B4
ENSMUSG00000104814,GM42979
ENSMUSG00000045148,OLFR1255
ENSMUSG00000111168,GM48468
ENSMUSG00000024055,CYP4F13
ENSMUSG00000111480,GM48469
ENSMUSG00000110941,GM48477
ENSMUSG00000111152,GM48490
ENSMUSG00000116834,GM18020
ENSMUSG00000075073,OLFR1256
ENSMUSG00000026581,SELL
ENSMUSG00000029298,GBP9
ENSMUSG00000117515,GM6883
ENSMUSG00000117474,GM50086
ENSMUSG00000117602,9130209A04RIK
ENSMUSG00000027346,GPCPD1
ENSMUSG00000000318,CLEC10A
ENSMUSG00000118180,GM50223
ENSMUSG00000050824,SSTR5
ENSMUSG00000018774,CD68
ENSMUSG00000094124,IGHV1-74
ENSMUSG00000095567,NOC2L
ENSMUSG00000079363,GBP4
ENSMUSG00000020053,IGF1
ENSMUSG00000117437,GM33727
ENSMUSG00000101004,GM8596
ENSMUSG00000091087,IGHV8-14
ENSMUSG00000033454,ZBTB1
ENSMUSG00000118259,GM5095
ENSMUSG00000102344,9430053O09RIK
ENSMUSG00000102267,9530003O04RIK
ENSMUSG00000029386,TCTN2
ENSMUSG00000117765,GM5236
ENSMUSG00000096870,GM21816
ENSMUSG00000032540,ABHD5
ENSMUSG00000023047,AMHR2
ENSMUSG00000102289,GM31258
ENSMUSG00000097323,4930426I24RIK
ENSMUSG00000102575,GM37241
ENSMUSG00000102854,C130023A14RIK
ENSMUSG00000118139,GM41720
ENSMUSG00000103851,GM37606
ENSMUSG00000096351,SAMD11
ENSMUSG00000118113,GM4146
ENSMUSG00000090386,MIR99AHG
ENSMUSG00000034438,GBP8
ENSMUSG00000059970,HSPA2
ENSMUSG00000116747,GM41496
ENSMUSG00000089774,SLC5A3
ENSMUSG00000118110,GM50224
ENSMUSG00000112442,GM47992
ENSMUSG00000116608,GM41495
ENSMUSG00000112641,GM40709
ENSMUSG00000086331,GM16310
ENSMUSG00000039680,MRPS6
ENSMUSG00000118097,GM5237
ENSMUSG00000001211,AGPAT3
ENSMUSG00000098412,GM7870
ENSMUSG00000099190,GM27188
ENSMUSG00000116930,GM49711
ENSMUSG00000093598,A730085K08RIK
ENSMUSG00000105669,GM18341
ENSMUSG00000059040,ENO1B
ENSMUSG00000104780,GM19843
ENSMUSG00000118267,G630055G22RIK
ENSMUSG00000021951,EEF1AKMT1
ENSMUSG00000102817,GM6185
ENSMUSG00000111895,GM47252
ENSMUSG00000070708,GTSF1L
ENSMUSG00000026149,TM4SF20
ENSMUSG00000027134,LPCAT4
ENSMUSG00000116383,APOL10C-PS
ENSMUSG00000086152,GM11454
ENSMUSG00000034906,NCAPH
ENSMUSG00000098340,GM27253
ENSMUSG00000116356,GM49407
ENSMUSG00000114299,GM47791
ENSMUSG00000072553,GM525
ENSMUSG00000097933,1700039M10RIK
ENSMUSG00000099771,GM19257
ENSMUSG00000102280,GM36999
ENSMUSG00000086036,GM14254
ENSMUSG00000100779,GM29292
ENSMUSG00000096020,IGHV1-75
ENSMUSG00000074607,TOX2
ENSMUSG00000020524,GRIA1
ENSMUSG00000086919,GM11497
ENSMUSG00000104542,IGHV8-15
ENSMUSG00000027551,ZFP64
ENSMUSG00000058934,IGF1OS
ENSMUSG00000048616,NOG
ENSMUSG00000106082,4930404A12RIK
ENSMUSG00000002308,CD320
ENSMUSG00000093896,IGHV1-76
ENSMUSG00000022887,MASP1
ENSMUSG00000021203,OTUB2
ENSMUSG00000017817,JPH2
ENSMUSG00000085798,GM2018
ENSMUSG00000028886,EYA3
ENSMUSG00000106482,IGHV8-16
ENSMUSG00000030745,IL21R
ENSMUSG00000052384,NRROS
ENSMUSG00000096452,IGHV1-77
ENSMUSG00000102562,GM37694
ENSMUSG00000103972,GM37466
ENSMUSG00000102205,9430092D12RIK
ENSMUSG00000096326,IGHV1-78
ENSMUSG00000103805,GM37063
ENSMUSG00000103049,GM37311
ENSMUSG00000106645,GM42643
ENSMUSG00000103932,GM36963
ENSMUSG00000103916,GM38071
ENSMUSG00000104590,GM5034
ENSMUSG00000092571,GM4134
ENSMUSG00000035759,BBS10
ENSMUSG00000115113,SMIM40-PS
ENSMUSG00000026977,MARCH7
ENSMUSG00000000204,SLFN4
ENSMUSG00000116481,GM49514
ENSMUSG00000086348,1700017J07RIK
ENSMUSG00000075072,OLFR48
ENSMUSG00000033355,RTP4
ENSMUSG00000086658,GM14260
ENSMUSG00000041359,TCL1
ENSMUSG00000089790,GM16588
ENSMUSG00000090081,GM16587
ENSMUSG00000052368,GM9873
ENSMUSG00000086593,GM16548
ENSMUSG00000050276,MRGPRG
ENSMUSG00000109783,GM45338
ENSMUSG00000026701,PRDX6
ENSMUSG00000086238,GM14258
ENSMUSG00000085369,9430093N23RIK
ENSMUSG00000100170,GM28942
ENSMUSG00000117420,GM50025
ENSMUSG00000086840,GM14250
ENSMUSG00000100744,GM17764
ENSMUSG00000049057,OLFR1257
ENSMUSG00000117577,GM33801
ENSMUSG00000026579,F5
ENSMUSG00000085350,4930529I22RIK
ENSMUSG00000090553,SNRPE
ENSMUSG00000117544,RPSA-PS6
ENSMUSG00000117445,GM50026
ENSMUSG00000087074,GM14249
ENSMUSG00000109421,GM44998
ENSMUSG00000052221,PPP1R36
ENSMUSG00000048965,MRGPRE
ENSMUSG00000103662,GM34294
ENSMUSG00000036707,CAB39
ENSMUSG00000049149,OLFR1258
ENSMUSG00000047907,TSHZ2
ENSMUSG00000068806,OLFR1259
ENSMUSG00000026580,SELP
ENSMUSG00000075269,BEX6
ENSMUSG00000105123,IGHV1-79
ENSMUSG00000103935,AY702102
ENSMUSG00000105928,GM9256
ENSMUSG00000100620,GM28277
ENSMUSG00000058099,NFAM1
ENSMUSG00000041879,IPO9
ENSMUSG00000003119,CDK12
ENSMUSG00000042894,OLFR1260
ENSMUSG00000024109,NRXN1
ENSMUSG00000052056,ZFP217
ENSMUSG00000116784,GM49716
ENSMUSG00000116878,GM29880
ENSMUSG00000047773,ANKFN1
ENSMUSG00000091475,CEROX1
ENSMUSG00000039672,KCNE2
ENSMUSG00000024176,SOX8
ENSMUSG00000035764,FBXO45
ENSMUSG00000084013,GM14270
ENSMUSG00000074825,ITPRIPL1
ENSMUSG00000044021,MUC19
ENSMUSG00000051989,SMIM11
ENSMUSG00000013523,BCAS1
ENSMUSG00000085637,1700048M11RIK
ENSMUSG00000044145,1810024B03RIK
ENSMUSG00000085386,GM13630
ENSMUSG00000112246,GM40761
ENSMUSG00000116162,GM36329
ENSMUSG00000024598,FBN2
ENSMUSG00000094075,IGHV1-80
ENSMUSG00000115926,GM8233
ENSMUSG00000116438,GM18911
ENSMUSG00000071716,APOL7E
ENSMUSG00000064329,SCN1A
ENSMUSG00000118336,GM50172
ENSMUSG00000118039,GM50171
ENSMUSG00000094689,IGHV1-81
ENSMUSG00000106434,GM42990
ENSMUSG00000047295,SMGC
ENSMUSG00000041482,PIEZO2
ENSMUSG00000106041,OLFR241-PS1
ENSMUSG00000095127,IGHV1-82
ENSMUSG00000032899,STYK1
ENSMUSG00000024462,GABBR1
ENSMUSG00000002055,SPAG5
ENSMUSG00000018906,P4HA2
ENSMUSG00000086970,BCAS1OS1
ENSMUSG00000086999,BCAS1OS2
ENSMUSG00000027204,FBN1
ENSMUSG00000026223,ITM2C
ENSMUSG00000113596,GM48452
ENSMUSG00000084067,GM14269
ENSMUSG00000021639,GTF2H2
ENSMUSG00000059060,RAD51B
ENSMUSG00000083314,GM11742
ENSMUSG00000020802,UBE2O
ENSMUSG00000079553,KIFC1
ENSMUSG00000103970,GM37678
ENSMUSG00000006673,QRICH1
ENSMUSG00000026224,4933407L21RIK
ENSMUSG00000049608,GPR55
ENSMUSG00000099767,GM28884
ENSMUSG00000024600,SLC27A6
ENSMUSG00000037995,IGSF9
ENSMUSG00000100108,GM28100
ENSMUSG00000053615,GM9913
ENSMUSG00000085495,GM16796
ENSMUSG00000002279,LMF1
ENSMUSG00000038567,CYP24A1
ENSMUSG00000103621,GM38366
ENSMUSG00000033808,TMEM87A
ENSMUSG00000105757,IGHV1-83
ENSMUSG00000073000,GM10451
ENSMUSG00000020151,PTPRR
ENSMUSG00000104163,GM19057
ENSMUSG00000097929,TUNAR
ENSMUSG00000097965,GM5839
ENSMUSG00000094940,IGHV1-84
ENSMUSG00000117885,GM50229
ENSMUSG00000118290,GM18993
ENSMUSG00000030689,INO80E
ENSMUSG00000112167,GM47053
ENSMUSG00000117724,GM50231
ENSMUSG00000100297,1700044K03RIK
ENSMUSG00000026700,TNFSF4
ENSMUSG00000106239,GM9260
ENSMUSG00000052033,PFDN4
ENSMUSG00000026821,RALGDS
ENSMUSG00000059796,EIF4A1
ENSMUSG00000020553,PCTP
ENSMUSG00000113400,GM8605
ENSMUSG00000113083,GM48513
ENSMUSG00000099342,GM18180
ENSMUSG00000113348,GM8607
ENSMUSG00000114060,GM18630
ENSMUSG00000096150,IGHV1-85
ENSMUSG00000024601,ISOC1
ENSMUSG00000115980,GM49437
ENSMUSG00000116506,5730414N17RIK
ENSMUSG00000056941,COMMD7
ENSMUSG00000023048,PRR13
ENSMUSG00000020804,AANAT
ENSMUSG00000112765,9430078K24RIK
ENSMUSG00000118337,GM50227
ENSMUSG00000112646,GM5654
ENSMUSG00000112292,GM8275
ENSMUSG00000035278,PLEKHJ1
ENSMUSG00000111933,GM36660
ENSMUSG00000112386,GM47752
ENSMUSG00000052301,DOC2A
ENSMUSG00000117791,4930541O19RIK
ENSMUSG00000085225,GM14637
ENSMUSG00000118136,GM50312
ENSMUSG00000064317,GM10146
ENSMUSG00000043583,4930470P17RIK
ENSMUSG00000024505,DTWD2
ENSMUSG00000035258,ABI3BP
ENSMUSG00000085158,GM14264
ENSMUSG00000021127,ZFP36L1
ENSMUSG00000066755,TNFSF18
ENSMUSG00000020211,SF3A2
ENSMUSG00000092549,GM20491
ENSMUSG00000093716,GM19815
ENSMUSG00000090160,4930480K15RIK
ENSMUSG00000117657,GM5836
ENSMUSG00000071033,GM10308
ENSMUSG00000105605,IGHV1-86
ENSMUSG00000112545,1300014J16RIK
ENSMUSG00000073367,GM10493
ENSMUSG00000020806,RHBDF2
ENSMUSG00000032796,LAMA1
ENSMUSG00000116686,GM49681
ENSMUSG00000040605,BACE2
ENSMUSG00000087020,GM16283
ENSMUSG00000035399,OSER1
ENSMUSG00000083681,GM6640
ENSMUSG00000081252,GM16032
ENSMUSG00000069763,TMEM100
ENSMUSG00000053441,ADAMTS19
ENSMUSG00000042606,HIRIP3
ENSMUSG00000102860,GM37638
ENSMUSG00000066027,GM10436
ENSMUSG00000042063,ZFP386
ENSMUSG00000080198,GM13573
ENSMUSG00000060703,CD302
ENSMUSG00000099632,2900093K20RIK
ENSMUSG00000085074,GM11494
ENSMUSG00000040323,GM15429
ENSMUSG00000102399,GM5049
ENSMUSG00000049922,SLC35C1
ENSMUSG00000026226,SPATA3
ENSMUSG00000034602,MON2
ENSMUSG00000093445,LRCH4
ENSMUSG00000062646,GANC
ENSMUSG00000057766,ANKRD29
ENSMUSG00000104482,GM38064
ENSMUSG00000109967,GM45883
ENSMUSG00000041828,ABCA8A
ENSMUSG00000064294,AOX3
ENSMUSG00000003948,MMD
ENSMUSG00000027560,DOK5
ENSMUSG00000082051,GM16072
ENSMUSG00000082476,GM12242
ENSMUSG00000110344,GM45716
ENSMUSG00000039163,CMC1
ENSMUSG00000039285,AZI2
ENSMUSG00000000817,FASL
ENSMUSG00000075410,PRCD
ENSMUSG00000026782,ABI2
ENSMUSG00000103625,GM37357
ENSMUSG00000020810,CYGB
ENSMUSG00000080955,GM14263
ENSMUSG00000084829,GM14266
ENSMUSG00000039220,PPP1R10
ENSMUSG00000084818,GM14640
ENSMUSG00000086613,1700007M16RIK
ENSMUSG00000029720,GM20605
ENSMUSG00000086823,1700028P15RIK
ENSMUSG00000086196,GM13571
ENSMUSG00000079165,SAP25
ENSMUSG00000085426,GM14272
ENSMUSG00000026980,LY75
ENSMUSG00000087100,GM14641
ENSMUSG00000086601,RAPGEF3OS1
ENSMUSG00000067578,CBLN4
ENSMUSG00000100134,1700065O20RIK
ENSMUSG00000022469,RAPGEF3
ENSMUSG00000087409,GM14271
ENSMUSG00000083793,GM14274
ENSMUSG00000118623,AL935121.1
ENSMUSG00000116467,GM49515
ENSMUSG00000038537,MC3R
ENSMUSG00000116335,GM49516
ENSMUSG00000085949,GM14275
ENSMUSG00000004366,SST
ENSMUSG00000085905,GM14273
ENSMUSG00000047531,RTP2
ENSMUSG00000017943,GDAP1L1
ENSMUSG00000114191,GM18631
ENSMUSG00000027495,FAM210B
ENSMUSG00000085261,GM13814
ENSMUSG00000085293,GM13817
ENSMUSG00000025739,GNG13
ENSMUSG00000049832,RBX1-PS
ENSMUSG00000113793,GM48553
ENSMUSG00000080860,GM13815
ENSMUSG00000113564,GM48560
ENSMUSG00000079110,CAPN3
ENSMUSG00000095799,GM8332
ENSMUSG00000068394,CEP152
ENSMUSG00000113801,GM18618
ENSMUSG00000019214,CHTF18
ENSMUSG00000114145,GM48561
ENSMUSG00000032777,GTF3C1
ENSMUSG00000079029,GM5662
ENSMUSG00000027221,CHST1
ENSMUSG00000053353,2310001K24RIK
ENSMUSG00000092284,GM8801
ENSMUSG00000048486,FITM2
ENSMUSG00000020812,SNHG16
ENSMUSG00000113133,GM21039
ENSMUSG00000112388,AI463170
ENSMUSG00000003949,HLF
ENSMUSG00000079000,DNMT3BOS
ENSMUSG00000052609,PLEKHG3
ENSMUSG00000010554,METTL16
ENSMUSG00000046840,HNF4AOS
ENSMUSG00000027478,DNMT3B
ENSMUSG00000017950,HNF4A
ENSMUSG00000040297,SUCO
ENSMUSG00000097729,2310015A10RIK
ENSMUSG00000029436,MMP17
ENSMUSG00000021061,SPTB
ENSMUSG00000110170,ST6GALNAC2
ENSMUSG00000057021,VMN2R-PS159
ENSMUSG00000078949,R3HDML
ENSMUSG00000027496,AURKA
ENSMUSG00000094635,GM7104
ENSMUSG00000112979,GM8634
ENSMUSG00000085976,GM13816
ENSMUSG00000114020,GM48564
ENSMUSG00000041797,ABCA9
ENSMUSG00000086980,GM13791
ENSMUSG00000082700,GM13792
ENSMUSG00000025650,COL7A1
ENSMUSG00000113829,GM18619
ENSMUSG00000102254,GM7496
ENSMUSG00000093847,GM5039
ENSMUSG00000113583,GM10264
ENSMUSG00000113942,GM18632
ENSMUSG00000113617,GM8655
ENSMUSG00000113376,GM48572
ENSMUSG00000011171,VIPR2
ENSMUSG00000036045,GM12221
ENSMUSG00000027498,CSTF1
ENSMUSG00000113490,GM18620
ENSMUSG00000113826,GM48577
ENSMUSG00000060068,GM12222
ENSMUSG00000086209,4933405E24RIK
ENSMUSG00000113861,GM6190
ENSMUSG00000078586,GM11735
ENSMUSG00000027220,SYT13
ENSMUSG00000113903,GM5655
ENSMUSG00000035262,AMH
ENSMUSG00000093765,GM20658
ENSMUSG00000017679,TTPAL
ENSMUSG00000037416,DMXL1
ENSMUSG00000029064,GNB1
ENSMUSG00000019992,MTFR2
ENSMUSG00000000282,MNT
ENSMUSG00000035109,SHC4
ENSMUSG00000087633,GM14455
ENSMUSG00000027502,RTF2
ENSMUSG00000097402,GM17399
ENSMUSG00000103968,2610509F24RIK
ENSMUSG00000068246,APOL9B
ENSMUSG00000044749,ABCA6
ENSMUSG00000110291,GM37419
ENSMUSG00000022508,BCL6
ENSMUSG00000091337,EID1
ENSMUSG00000026227,2810459M11RIK
ENSMUSG00000103158,GM31925
ENSMUSG00000116290,GM49518
ENSMUSG00000029657,HSPH1
ENSMUSG00000074570,CASS4
ENSMUSG00000116437,GM46545
ENSMUSG00000115919,GM31583
ENSMUSG00000030189,YBX3
ENSMUSG00000113304,GM48618
ENSMUSG00000115869,GM31814
ENSMUSG00000116173,GM32126
ENSMUSG00000116785,GM41434
ENSMUSG00000115852,AC169509.1
ENSMUSG00000022449,ADAMTS20
ENSMUSG00000074569,GCNT7
ENSMUSG00000062210,TNFAIP8
ENSMUSG00000087397,RAPGEF3OS2
ENSMUSG00000056032,BC018473
ENSMUSG00000031090,NADSYN1
ENSMUSG00000017707,SERINC3
ENSMUSG00000086600,C030005K06RIK
ENSMUSG00000009588,ST6GALNAC1
ENSMUSG00000074734,TAF7L2
ENSMUSG00000051728,FAM243
ENSMUSG00000005204,SENP3
ENSMUSG00000020814,MXRA7
ENSMUSG00000116967,SMIM34
ENSMUSG00000039639,KCNE1
ENSMUSG00000102994,GM37767
ENSMUSG00000078190,DNM3OS
ENSMUSG00000111351,GM48537
ENSMUSG00000116693,GM29805
ENSMUSG00000061295,OLFR1261
ENSMUSG00000040918,SLC19A2
ENSMUSG00000026698,PIGC
ENSMUSG00000058812,0610039K10RIK
ENSMUSG00000027505,FAM209
ENSMUSG00000117572,GM9410
ENSMUSG00000104713,GBP6
ENSMUSG00000117649,GM9411
ENSMUSG00000081344,GM14303
ENSMUSG00000043346,GM6741
ENSMUSG00000117471,GM49988
ENSMUSG00000022787,WDR53
ENSMUSG00000117396,GM49989
ENSMUSG00000117629,GM49990
ENSMUSG00000105096,GBP10
ENSMUSG00000087425,GM15404
ENSMUSG00000028640,TFAP2C
ENSMUSG00000117417,GM49991
ENSMUSG00000081412,GM15403
ENSMUSG00000066752,GM10176
ENSMUSG00000117555,GM49992
ENSMUSG00000089933,GM16101
ENSMUSG00000117408,GM49993
ENSMUSG00000056600,OLFR90
ENSMUSG00000079362,GM43302
ENSMUSG00000040265,DNM3
ENSMUSG00000040938,SLC16A11
ENSMUSG00000117433,GM41654
ENSMUSG00000107832,GM18688
ENSMUSG00000117584,GM49994
ENSMUSG00000062867,IMPDH2
ENSMUSG00000117343,GM19145
ENSMUSG00000117624,GM6751
ENSMUSG00000095577,GM6619
ENSMUSG00000022951,RCAN1
ENSMUSG00000094113,5430401F13RIK
ENSMUSG00000035268,PKIG
ENSMUSG00000084021,GM5832
ENSMUSG00000115979,GM49410
ENSMUSG00000098161,PLATR11
ENSMUSG00000111843,4933432G23RIK
ENSMUSG00000030617,CCDC83
ENSMUSG00000070283,NDUFAF3
ENSMUSG00000000148,BRAT1
ENSMUSG00000075028,PRDM11
ENSMUSG00000047182,IRS3
ENSMUSG00000082429,GM13171
ENSMUSG00000018916,CSF2
ENSMUSG00000116964,GM46555
ENSMUSG00000075027,4631405J19RIK
ENSMUSG00000085585,GM12223
ENSMUSG00000018914,IL3
ENSMUSG00000050875,MINAR2
ENSMUSG00000020216,JSRP1
ENSMUSG00000087129,GM16316
ENSMUSG00000093673,GM20644
ENSMUSG00000097328,TNFSF12
ENSMUSG00000098122,GM27039
ENSMUSG00000087283,GM13580
ENSMUSG00000038255,NEUROD2
ENSMUSG00000117354,GM49995
ENSMUSG00000089792,GM16571
ENSMUSG00000003660,SNRNP200
ENSMUSG00000117625,GM21018
ENSMUSG00000117409,GM49996
ENSMUSG00000062477,HMGB1L
ENSMUSG00000117591,GM49997
ENSMUSG00000107784,GM43943
ENSMUSG00000117559,GM49998
ENSMUSG00000103393,GM38304
ENSMUSG00000018752,TNFSFM13
ENSMUSG00000086277,4930558K02RIK
ENSMUSG00000090266,METTL23
ENSMUSG00000113087,4930473H19RIK
ENSMUSG00000024256,ADCYAP1
ENSMUSG00000113434,3200001D21RIK
ENSMUSG00000023990,TFEB
ENSMUSG00000021044,ADCK1
ENSMUSG00000090260,2810442N19RIK
ENSMUSG00000113002,GM48620
ENSMUSG00000079554,AOX2
ENSMUSG00000034120,SRSF2
ENSMUSG00000117362,GM9665
ENSMUSG00000117452,GM6764
ENSMUSG00000117368,GM50001
ENSMUSG00000117514,GM50002
ENSMUSG00000056962,JMJD6
ENSMUSG00000117537,GM50003
ENSMUSG00000085890,TNFSF13OS
ENSMUSG00000089669,TNFSF13
ENSMUSG00000038242,AOX4
ENSMUSG00000017697,ADA
ENSMUSG00000095377,OLFR91
ENSMUSG00000026578,CCDC181
ENSMUSG00000020818,MFSD11
ENSMUSG00000096477,OLFR92
ENSMUSG00000117543,GM50004
ENSMUSG00000117476,GM9416
ENSMUSG00000092339,GM4831
ENSMUSG00000092223,GM19807
ENSMUSG00000024011,PI16
ENSMUSG00000117382,GM50005
ENSMUSG00000117586,GM50006
ENSMUSG00000091601,OLFR93
ENSMUSG00000026159,AGFG1
ENSMUSG00000089822,GM15759
ENSMUSG00000055660,METTL4
ENSMUSG00000051297,2410124H12RIK
ENSMUSG00000022949,CLIC6
ENSMUSG00000087538,GM16341
ENSMUSG00000083478,GM15375
ENSMUSG00000062590,ARMC9
ENSMUSG00000027656,CCN5
ENSMUSG00000046345,SMCO1
ENSMUSG00000004151,ETV1
ENSMUSG00000051313,OLFR1262
ENSMUSG00000118514,AC087801.1
ENSMUSG00000117592,GM46603
ENSMUSG00000059112,OLFR1263
ENSMUSG00000022828,GTF2E1
ENSMUSG00000018800,ABCA5
ENSMUSG00000113361,B930059L03RIK
ENSMUSG00000087559,GM13802
ENSMUSG00000113578,GM48642
ENSMUSG00000008999,BMP7
ENSMUSG00000113213,GM19540
ENSMUSG00000014074,RNF168
ENSMUSG00000018986,SLFN3
ENSMUSG00000026575,NME7
ENSMUSG00000113702,GM35558
ENSMUSG00000032446,EOMES
ENSMUSG00000005883,SPO11
ENSMUSG00000110692,GM33460
ENSMUSG00000026577,BLZF1
ENSMUSG00000113997,1700040E09RIK
ENSMUSG00000113538,GM48665
ENSMUSG00000114001,GM48664
ENSMUSG00000052373,MPP3
ENSMUSG00000090327,GM17111
ENSMUSG00000018707,DYNC1H1
ENSMUSG00000022827,RABL3
ENSMUSG00000085944,1700003D09RIK
ENSMUSG00000061718,PPP1R1B
ENSMUSG00000116677,GM49569
ENSMUSG00000035242,OAZ1
ENSMUSG00000090145,UGT1A6B
ENSMUSG00000035238,KCNK15
ENSMUSG00000074783,AU019990
ENSMUSG00000081445,RPL23A-PS4
ENSMUSG00000026576,ATP1B1
ENSMUSG00000083161,GM11427
ENSMUSG00000117499,GM50010
ENSMUSG00000106674,GM20005
ENSMUSG00000098090,2700099C18RIK
ENSMUSG00000087107,AI662270
ENSMUSG00000000386,MX1
ENSMUSG00000081488,GM15368
ENSMUSG00000089675,UGT1A8
ENSMUSG00000103493,GM37411
ENSMUSG00000090171,UGT1A2
ENSMUSG00000111013,GM32468
ENSMUSG00000092408,VHL-PS1
ENSMUSG00000117653,GM50009
ENSMUSG00000117642,AMD-PS7
ENSMUSG00000090556,OLFR753-PS1
ENSMUSG00000098121,GM27038
ENSMUSG00000100981,GM29072
ENSMUSG00000066057,GM1976
ENSMUSG00000100551,GM19503
ENSMUSG00000100357,GM28181
ENSMUSG00000092270,GM7031
ENSMUSG00000023755,RHEBL1
ENSMUSG00000082101,SLFN14
ENSMUSG00000054545,UGT1A6A
ENSMUSG00000035226,RIMS4
ENSMUSG00000116709,GM49722
ENSMUSG00000035186,UBD
ENSMUSG00000083277,GM15376
ENSMUSG00000117582,GM19853
ENSMUSG00000093483,AA465934
ENSMUSG00000090175,UGT1A9
ENSMUSG00000095193,GM20939
ENSMUSG00000003662,CIAO1
ENSMUSG00000018326,YWHAB
ENSMUSG00000118583,AC087801.2
ENSMUSG00000092220,GM20528
ENSMUSG00000084089,GM14099
ENSMUSG00000089960,UGT1A1
ENSMUSG00000081662,GM14098
ENSMUSG00000044991,SHLD1
ENSMUSG00000043827,OLFR94
ENSMUSG00000023000,DHH
ENSMUSG00000026609,USH2A
ENSMUSG00000008398,ELK3
ENSMUSG00000090165,UGT1A10
ENSMUSG00000116033,GM49442
ENSMUSG00000049561,OLFR95
ENSMUSG00000084839,GM14097
ENSMUSG00000068735,TRP53I11
ENSMUSG00000064121,OLFR96
ENSMUSG00000026547,TAGLN2
ENSMUSG00000054582,PABPC1L
ENSMUSG00000020015,CDK17
ENSMUSG00000081602,GM15369
ENSMUSG00000081984,DNAJB3
ENSMUSG00000089943,UGT1A5
ENSMUSG00000086578,GM13583
ENSMUSG00000022952,RUNX1
ENSMUSG00000054580,PLA2R1
ENSMUSG00000026228,HTR2B
ENSMUSG00000032717,MDFI
ENSMUSG00000082513,GM15374
ENSMUSG00000103272,GM37914
ENSMUSG00000094638,GM21972
ENSMUSG00000080002,GM5566
ENSMUSG00000090124,UGT1A7C
ENSMUSG00000026229,PSMD1
ENSMUSG00000024507,HSD17B4
ENSMUSG00000018209,STK4
ENSMUSG00000038351,SGSM2
ENSMUSG00000026483,FAM129A
ENSMUSG00000087216,E130111B04RIK
ENSMUSG00000026342,SLC35F5
ENSMUSG00000081261,GM15370
ENSMUSG00000082677,GM15371
ENSMUSG00000085939,CD63-PS
ENSMUSG00000082837,GM15373
ENSMUSG00000084195,GM15372
ENSMUSG00000097139,GM26626
ENSMUSG00000018322,TOMM34
ENSMUSG00000118621,AC087801.3
ENSMUSG00000116929,2210009P08RIK
ENSMUSG00000075069,OLFR1264
ENSMUSG00000049699,UCN2
ENSMUSG00000058802,OLFR97
ENSMUSG00000103811,GM38004
ENSMUSG00000059910,OLFR1265
ENSMUSG00000027350,CHGB
ENSMUSG00000006740,KIF5B
ENSMUSG00000116900,GM8387
ENSMUSG00000058152,CHSY3
ENSMUSG00000090955,GM17097
ENSMUSG00000075068,OLFR140
ENSMUSG00000104351,GM37125
ENSMUSG00000027509,RAE1
ENSMUSG00000024043,ARHGAP28
ENSMUSG00000034850,TMEM127
ENSMUSG00000017776,CRK
ENSMUSG00000111071,OLFR1266-PS1
ENSMUSG00000075067,OLFR1267-PS1
ENSMUSG00000019082,SLC25A22
ENSMUSG00000018167,STARD3
ENSMUSG00000085538,GM11455
ENSMUSG00000092591,GM20429
ENSMUSG00000063660,OLFR98
ENSMUSG00000021221,DPF3
ENSMUSG00000112830,GM47765
ENSMUSG00000112336,GM47766
ENSMUSG00000092340,OLFR754-PS1
ENSMUSG00000015143,ACTN1
ENSMUSG00000020623,MAP2K6
ENSMUSG00000034115,SCN11A
ENSMUSG00000112461,GM47625
ENSMUSG00000022489,PDE1B
ENSMUSG00000092596,GM20490
ENSMUSG00000020154,PTPRB
ENSMUSG00000091165,GM17036
ENSMUSG00000117519,GM41664
ENSMUSG00000027510,RBM38
ENSMUSG00000101015,GM18444
ENSMUSG00000112852,GM47767
